id,company,avgStockPrice,date
1084,1,1286.84,2022-08-06T14:43:03.500Z
1085,9,145.23,2022-08-07T14:43:03.500Z
1086,14,2535.05,2022-08-07T14:43:03.500Z
1087,24,533.56,2022-08-07T14:43:03.500Z
1088,10,2416.2,2022-08-07T14:43:03.500Z
1089,13,3457.68,2022-08-07T14:43:03.500Z
1090,33,1787.63,2022-08-07T14:43:03.500Z
1091,3,1270.1,2022-08-07T14:43:03.500Z
1092,17,3061.83,2022-08-07T14:43:03.500Z
1093,1,1191.94,2022-08-07T14:43:03.500Z
1094,11,469.09,2022-08-07T14:43:03.500Z
1095,2,1163.44,2022-08-07T14:43:03.500Z
1096,18,1786.62,2022-08-07T14:43:03.500Z
1097,4,1390.55,2022-08-07T14:43:03.500Z
1098,19,3533.31,2022-08-07T14:43:03.500Z
1099,5,2061.41,2022-08-07T14:43:03.500Z
1100,25,4125.24,2022-08-07T14:43:03.500Z
1101,23,194.81,2022-08-07T14:43:03.500Z
1102,8,917.41,2022-08-07T14:43:03.500Z
1103,7,601.33,2022-08-07T14:43:03.500Z
1104,12,939.62,2022-08-07T14:43:03.500Z
1105,26,510.01,2022-08-07T14:43:03.500Z
1106,0,1300.02,2022-08-07T14:43:03.500Z
1107,20,5144.2,2022-08-07T14:43:03.500Z
1108,22,1877.52,2022-08-07T14:43:03.500Z
1109,6,2380.19,2022-08-07T14:43:03.500Z
1110,15,1114.73,2022-08-07T14:43:03.500Z
1111,30,2375.15,2022-08-07T14:43:03.500Z
1112,32,4537.57,2022-08-07T14:43:03.500Z
1113,34,1791.14,2022-08-07T14:43:03.500Z
1114,28,2660.3,2022-08-07T14:43:03.500Z
1115,29,3568.93,2022-08-07T14:43:03.500Z
1116,27,1887.04,2022-08-07T14:43:03.500Z
1117,31,4402.3,2022-08-07T14:43:03.500Z
1118,21,613.95,2022-08-07T14:43:03.500Z
1119,16,1558.33,2022-08-07T14:43:03.500Z
